Station Name,Latitude (deg) ,Longitude (deg) ,Elevation (ft) ,Year,Month,Day,Hour (CST) ,Avg Air Temp (Degrees F) ,Avg Air Temp Flag,Avg Air Temp at 9 m (Degrees F) ,Avg Air Temp at 9 m Flag,Date
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,5.0,500.0,37.535,,,,2021-11-05
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,5.0,600.0,36.973,,,,2021-11-05
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,5.0,700.0,36.313,,,,2021-11-05
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,5.0,800.0,36.25,,,,2021-11-05
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,5.0,900.0,39.85,,,,2021-11-05
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,5.0,1000.0,42.944,,,,2021-11-05
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,5.0,1100.0,45.135,,,,2021-11-05
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,5.0,1200.0,46.832,,,,2021-11-05
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,5.0,1300.0,48.794,,,,2021-11-05
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,5.0,1400.0,50.72,,,,2021-11-05
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,5.0,1500.0,50.756,,,,2021-11-05
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,5.0,1600.0,50.144,,,,2021-11-05
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,5.0,1700.0,48.02,,,,2021-11-05
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,5.0,1800.0,47.3,,,,2021-11-05
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,5.0,1900.0,46.688,,,,2021-11-05
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,5.0,2000.0,46.067,,,,2021-11-05
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,5.0,2100.0,44.776,,,,2021-11-05
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,5.0,2200.0,41.274,,,,2021-11-05
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,5.0,2300.0,40.678,,,,2021-11-05
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,5.0,2400.0,42.624,,,,2021-11-05
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,6.0,100.0,44.638,,,,2021-11-06
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,6.0,200.0,45.045,,,,2021-11-06
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,6.0,300.0,46.391,,,,2021-11-06
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,6.0,400.0,44.442,,,,2021-11-06
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,6.0,500.0,40.244,,,,2021-11-06
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,6.0,600.0,38.176,,,,2021-11-06
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,6.0,700.0,37.544,,,,2021-11-06
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,6.0,800.0,36.709,,,,2021-11-06
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,6.0,900.0,39.209,,,,2021-11-06
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,6.0,1000.0,43.959,,,,2021-11-06
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,6.0,1100.0,48.83,,,,2021-11-06
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,6.0,1200.0,52.826,,,,2021-11-06
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,6.0,1300.0,55.706,,,,2021-11-06
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,6.0,1400.0,57.29,,,,2021-11-06
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,6.0,1500.0,56.084,,,,2021-11-06
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,6.0,1600.0,53.654,,,,2021-11-06
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,6.0,1700.0,51.296,,,,2021-11-06
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,6.0,1800.0,46.335,,,,2021-11-06
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,6.0,1900.0,44.998,,,,2021-11-06
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,6.0,2000.0,45.102,,,,2021-11-06
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,6.0,2100.0,44.398,,,,2021-11-06
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,6.0,2200.0,42.784,,,,2021-11-06
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,6.0,2300.0,39.677,,,,2021-11-06
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,6.0,2400.0,38.617,,,,2021-11-06
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,7.0,100.0,29.721,,,,2021-11-07
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,7.0,200.0,30.472,,,,2021-11-07
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,7.0,300.0,32.153,,,,2021-11-07
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,7.0,400.0,34.329,,,,2021-11-07
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,7.0,500.0,36.03,,,,2021-11-07
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,7.0,600.0,35.865,,,,2021-11-07
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,7.0,700.0,35.67,,,,2021-11-07
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,7.0,800.0,35.449,,,,2021-11-07
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,7.0,900.0,34.806,,,,2021-11-07
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,7.0,1000.0,40.829,,,,2021-11-07
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,7.0,1100.0,46.146,,,,2021-11-07
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,7.0,1200.0,51.566,,,,2021-11-07
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,7.0,1300.0,57.164,,,,2021-11-07
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,7.0,1400.0,58.874,,,,2021-11-07
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,7.0,1500.0,58.46,,,,2021-11-07
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,7.0,1600.0,57.794,,,,2021-11-07
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,7.0,1700.0,54.392,,,,2021-11-07
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,7.0,1800.0,50.45,,,,2021-11-07
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,7.0,1900.0,48.74,,,,2021-11-07
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,7.0,2000.0,47.264,,,,2021-11-07
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,7.0,2100.0,45.198,,,,2021-11-07
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,7.0,2200.0,43.817,,,,2021-11-07
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,7.0,2300.0,39.22,,,,2021-11-07
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,7.0,2400.0,41.126,,,,2021-11-07
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,8.0,100.0,41.229,,,,2021-11-08
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,8.0,200.0,37.236,,,,2021-11-08
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,8.0,300.0,34.012,,,,2021-11-08
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,8.0,400.0,33.451,,,,2021-11-08
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,8.0,500.0,33.782,,,,2021-11-08
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,8.0,600.0,31.163,,,,2021-11-08
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,8.0,700.0,31.014,,,,2021-11-08
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,8.0,800.0,31.406,,,,2021-11-08
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,8.0,900.0,32.643,,,,2021-11-08
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,8.0,1000.0,35.992,,,,2021-11-08
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,8.0,1100.0,39.837,,,,2021-11-08
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,8.0,1200.0,43.266,,,,2021-11-08
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,8.0,1300.0,46.002,,,,2021-11-08
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,8.0,1400.0,47.372,,,,2021-11-08
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,8.0,1500.0,48.452,,,,2021-11-08
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,8.0,1600.0,48.83,,,,2021-11-08
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,8.0,1700.0,45.295,,,,2021-11-08
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,8.0,1800.0,39.547,,,,2021-11-08
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,8.0,1900.0,34.66,,,,2021-11-08
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,8.0,2000.0,34.448,,,,2021-11-08
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,8.0,2100.0,33.796,,,,2021-11-08
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,8.0,2200.0,33.579,,,,2021-11-08
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,8.0,2300.0,34.288,,,,2021-11-08
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,8.0,2400.0,33.854,,,,2021-11-08
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,9.0,100.0,35.166,,,,2021-11-09
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,9.0,200.0,35.731,,,,2021-11-09
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,9.0,300.0,35.128,,,,2021-11-09
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,9.0,400.0,34.965,,,,2021-11-09
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,9.0,500.0,34.279,,,,2021-11-09
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,9.0,600.0,33.532,,,,2021-11-09
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,9.0,700.0,32.36,,,,2021-11-09
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,9.0,800.0,29.682,,,,2021-11-09
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,9.0,900.0,31.874,,,,2021-11-09
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,9.0,1000.0,35.609,,,,2021-11-09
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,9.0,1100.0,38.284,,,,2021-11-09
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,9.0,1200.0,40.766,,,,2021-11-09
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,9.0,1300.0,43.045,,,,2021-11-09
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,9.0,1400.0,44.442,,,,2021-11-09
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,9.0,1500.0,45.115,,,,2021-11-09
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,9.0,1600.0,44.733,,,,2021-11-09
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,9.0,1700.0,40.968,,,,2021-11-09
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,9.0,1800.0,33.786,,,,2021-11-09
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,9.0,1900.0,29.095,,,,2021-11-09
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,9.0,2000.0,29.061,,,,2021-11-09
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,9.0,2100.0,23.884,,,,2021-11-09
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,9.0,2200.0,22.951,,,,2021-11-09
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,9.0,2300.0,22.077,,,,2021-11-09
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,9.0,2400.0,22.523,,,,2021-11-09
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,10.0,100.0,21.727,,,,2021-11-10
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,10.0,200.0,22.667,,,,2021-11-10
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,10.0,300.0,24.364,,,,2021-11-10
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,10.0,400.0,26.258,,,,2021-11-10
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,10.0,500.0,29.192,,,,2021-11-10
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,10.0,600.0,31.152,,,,2021-11-10
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,10.0,700.0,32.428,,,,2021-11-10
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,10.0,800.0,34.043,,,,2021-11-10
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,10.0,900.0,35.283,,,,2021-11-10
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,10.0,1000.0,37.359,,,,2021-11-10
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,10.0,1100.0,36.347,,,,2021-11-10
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,10.0,1200.0,35.717,,,,2021-11-10
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,10.0,1300.0,36.948,,,,2021-11-10
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,10.0,1400.0,37.764,,,,2021-11-10
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,10.0,1500.0,37.8,,,,2021-11-10
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,10.0,1600.0,37.6,,,,2021-11-10
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,10.0,1700.0,38.023,,,,2021-11-10
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,10.0,1800.0,38.417,,,,2021-11-10
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,10.0,1900.0,38.905,,,,2021-11-10
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,10.0,2000.0,38.552,,,,2021-11-10
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,10.0,2100.0,37.873,,,,2021-11-10
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,10.0,2200.0,36.81,,,,2021-11-10
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,10.0,2300.0,35.542,,,,2021-11-10
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,10.0,2400.0,32.608,,,,2021-11-10
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,11.0,100.0,31.962,,,,2021-11-11
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,11.0,200.0,31.921,,,,2021-11-11
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,11.0,300.0,31.935,,,,2021-11-11
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,11.0,400.0,31.998,,,,2021-11-11
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,11.0,500.0,31.932,,,,2021-11-11
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,11.0,600.0,31.962,,,,2021-11-11
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,11.0,700.0,31.998,,,,2021-11-11
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,11.0,800.0,32.079,,,,2021-11-11
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,11.0,900.0,32.144,,,,2021-11-11
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,11.0,1000.0,32.335,,,,2021-11-11
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,11.0,1100.0,32.236,,,,2021-11-11
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,11.0,1200.0,32.5,,,,2021-11-11
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,11.0,1300.0,32.585,,,,2021-11-11
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,11.0,1400.0,32.589,,,,2021-11-11
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,11.0,1500.0,32.173,,,,2021-11-11
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,11.0,1600.0,32.04,,,,2021-11-11
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,11.0,1700.0,31.575,,,,2021-11-11
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,11.0,1800.0,30.952,,,,2021-11-11
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,11.0,1900.0,30.211,,,,2021-11-11
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,11.0,2000.0,29.503,,,,2021-11-11
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,11.0,2100.0,28.998,,,,2021-11-11
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,11.0,2200.0,28.659,,,,2021-11-11
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,11.0,2300.0,28.605,,,,2021-11-11
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,11.0,2400.0,28.499,,,,2021-11-11
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,12.0,100.0,28.141,,,,2021-11-12
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,12.0,200.0,27.811,,,,2021-11-12
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,12.0,300.0,27.844,,,,2021-11-12
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,12.0,400.0,27.756,,,,2021-11-12
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,12.0,500.0,27.565,,,,2021-11-12
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,12.0,600.0,27.266,,,,2021-11-12
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,12.0,700.0,27.198,,,,2021-11-12
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,12.0,800.0,26.665,,,,2021-11-12
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,12.0,900.0,26.985,,,,2021-11-12
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,12.0,1000.0,27.662,,,,2021-11-12
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,12.0,1100.0,28.227,,,,2021-11-12
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,12.0,1200.0,29.005,,,,2021-11-12
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,12.0,1300.0,29.748,,,,2021-11-12
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,12.0,1400.0,30.438,,,,2021-11-12
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,12.0,1500.0,30.443,,,,2021-11-12
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,12.0,1600.0,30.225,,,,2021-11-12
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,12.0,1700.0,29.944,,,,2021-11-12
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,12.0,1800.0,29.556,,,,2021-11-12
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,12.0,1900.0,29.007,,,,2021-11-12
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,12.0,2000.0,28.567,,,,2021-11-12
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,12.0,2100.0,27.525,,,,2021-11-12
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,12.0,2200.0,26.344,,,,2021-11-12
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,12.0,2300.0,26.604,,,,2021-11-12
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,12.0,2400.0,26.431,,,,2021-11-12
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,13.0,100.0,26.51,,,,2021-11-13
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,13.0,200.0,26.415,,,,2021-11-13
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,13.0,300.0,26.508,,,,2021-11-13
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,13.0,400.0,26.332,,,,2021-11-13
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,13.0,500.0,26.155,,,,2021-11-13
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,13.0,600.0,25.954,,,,2021-11-13
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,13.0,700.0,25.732,,,,2021-11-13
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,13.0,800.0,25.774,,,,2021-11-13
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,13.0,900.0,26.22,,,,2021-11-13
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,13.0,1000.0,26.872,,,,2021-11-13
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,13.0,1100.0,27.556,,,,2021-11-13
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,13.0,1200.0,27.698,,,,2021-11-13
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,13.0,1300.0,27.507,,,,2021-11-13
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,13.0,1400.0,26.663,,,,2021-11-13
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,13.0,1500.0,25.272,,,,2021-11-13
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,13.0,1600.0,25.635,,,,2021-11-13
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,13.0,1700.0,25.516,,,,2021-11-13
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,13.0,1800.0,25.326,,,,2021-11-13
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,13.0,1900.0,25.219,,,,2021-11-13
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,13.0,2000.0,25.2,,,,2021-11-13
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,13.0,2100.0,25.421,,,,2021-11-13
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,13.0,2200.0,25.273,,,,2021-11-13
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,13.0,2300.0,25.079,,,,2021-11-13
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,13.0,2400.0,24.598,,,,2021-11-13
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,14.0,100.0,22.075,,,,2021-11-14
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,14.0,200.0,18.892,,,,2021-11-14
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,14.0,300.0,10.706,,,,2021-11-14
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,14.0,400.0,9.428,,,,2021-11-14
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,14.0,500.0,10.4,,,,2021-11-14
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,14.0,600.0,15.422,,,,2021-11-14
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,14.0,700.0,14.702,,,,2021-11-14
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,14.0,800.0,14.63,,,,2021-11-14
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,14.0,900.0,14.918,,,,2021-11-14
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,14.0,1000.0,15.89,,,,2021-11-14
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,14.0,1100.0,17.384,,,,2021-11-14
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,14.0,1200.0,18.856,,,,2021-11-14
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,14.0,1300.0,19.891,,,,2021-11-14
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,14.0,1400.0,20.955,,,,2021-11-14
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,14.0,1500.0,22.318,,,,2021-11-14
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,14.0,1600.0,20.804,,,,2021-11-14
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,14.0,1700.0,19.006,,,,2021-11-14
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,14.0,1800.0,17.722,,,,2021-11-14
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,14.0,1900.0,15.188,,,,2021-11-14
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,14.0,2000.0,14.702,,,,2021-11-14
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,14.0,2100.0,13.55,,,,2021-11-14
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,14.0,2200.0,13.82,,,,2021-11-14
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,14.0,2300.0,15.044,,,,2021-11-14
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,14.0,2400.0,15.494,,,,2021-11-14
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,15.0,100.0,16.322,,,,2021-11-15
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,15.0,200.0,16.844,,,,2021-11-15
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,15.0,300.0,17.078,,,,2021-11-15
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,15.0,400.0,17.76,,,,2021-11-15
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,15.0,500.0,18.252,,,,2021-11-15
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,15.0,600.0,19.211,,,,2021-11-15
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,15.0,700.0,20.361,,,,2021-11-15
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,15.0,800.0,21.346,,,,2021-11-15
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,15.0,900.0,22.352,,,,2021-11-15
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,15.0,1000.0,23.0,,,,2021-11-15
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,15.0,1100.0,24.121,,,,2021-11-15
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,15.0,1200.0,25.466,,,,2021-11-15
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,15.0,1300.0,26.418,,,,2021-11-15
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,15.0,1400.0,27.336,,,,2021-11-15
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,15.0,1500.0,28.08,,,,2021-11-15
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,15.0,1600.0,28.456,,,,2021-11-15
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,15.0,1700.0,28.141,,,,2021-11-15
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,15.0,1800.0,27.954,,,,2021-11-15
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,15.0,1900.0,28.114,,,,2021-11-15
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,15.0,2000.0,28.121,,,,2021-11-15
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,15.0,2100.0,28.164,,,,2021-11-15
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,15.0,2200.0,28.105,,,,2021-11-15
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,15.0,2300.0,28.191,,,,2021-11-15
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,15.0,2400.0,28.812,,,,2021-11-15
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,16.0,100.0,29.394,,,,2021-11-16
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,16.0,200.0,29.721,,,,2021-11-16
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,16.0,300.0,29.869,,,,2021-11-16
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,16.0,400.0,30.042,,,,2021-11-16
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,16.0,500.0,30.414,,,,2021-11-16
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,16.0,600.0,30.409,,,,2021-11-16
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,16.0,700.0,29.973,,,,2021-11-16
Fox,48.877738,-95.85016,1040.0,2021.0,11.0,16.0,800.0,30.839,,,,2021-11-16
